,Adverse Event,Age_Grp,Count
10552,Neonatal asphyxia,13 to 18 years old,0
10553,Neonatal asphyxia,18 to 40,0
10554,Neonatal asphyxia,18 to 65 years old,0
10555,Neonatal asphyxia,over 65 years old,0
10556,Muscle disorder,Unknown Age,1
10557,Muscle disorder,under 1 year old,0
10558,Muscle disorder,1 to 13 years old,0
10559,Muscle disorder,13 to 18 years old,0
10560,Muscle disorder,18 to 40,0
10561,Muscle disorder,18 to 65 years old,0
10562,Muscle disorder,over 65 years old,0
10563,Type I hypersensitivity,Unknown Age,0
10564,Type I hypersensitivity,under 1 year old,0
10565,Type I hypersensitivity,1 to 13 years old,0
10566,Type I hypersensitivity,13 to 18 years old,0
10567,Type I hypersensitivity,18 to 40,0
10568,Type I hypersensitivity,18 to 65 years old,3
10569,Type I hypersensitivity,over 65 years old,0
10570,Blood chloride increased,Unknown Age,0
10571,Blood chloride increased,under 1 year old,0
10572,Blood chloride increased,1 to 13 years old,0
10573,Blood chloride increased,13 to 18 years old,0
10574,Blood chloride increased,18 to 40,0
10575,Blood chloride increased,18 to 65 years old,0
10576,Blood chloride increased,over 65 years old,1
10577,Allergy test negative,Unknown Age,0
10578,Allergy test negative,under 1 year old,0
10579,Allergy test negative,1 to 13 years old,0
10580,Allergy test negative,13 to 18 years old,0
10581,Allergy test negative,18 to 40,0
10582,Allergy test negative,18 to 65 years old,3
10583,Allergy test negative,over 65 years old,0
10584,Pyelonephritis,Unknown Age,4
10585,Pyelonephritis,under 1 year old,0
10586,Pyelonephritis,1 to 13 years old,0
10587,Pyelonephritis,13 to 18 years old,0
10588,Pyelonephritis,18 to 40,0
10589,Pyelonephritis,18 to 65 years old,0
10590,Pyelonephritis,over 65 years old,0
10591,Foreign body aspiration,Unknown Age,0
10592,Foreign body aspiration,under 1 year old,0
10593,Foreign body aspiration,1 to 13 years old,0
10594,Foreign body aspiration,13 to 18 years old,0
10595,Foreign body aspiration,18 to 40,0
10596,Foreign body aspiration,18 to 65 years old,0
10597,Foreign body aspiration,over 65 years old,1
10598,Sleep terror,Unknown Age,0
10599,Sleep terror,under 1 year old,0
10600,Sleep terror,1 to 13 years old,1
10601,Sleep terror,13 to 18 years old,0
10602,Sleep terror,18 to 40,0
10603,Sleep terror,18 to 65 years old,0
10604,Sleep terror,over 65 years old,0
10605,Abdominal wall wound,Unknown Age,1
10606,Abdominal wall wound,under 1 year old,0
10607,Abdominal wall wound,1 to 13 years old,0
10608,Abdominal wall wound,13 to 18 years old,0
10609,Abdominal wall wound,18 to 40,0
10610,Abdominal wall wound,18 to 65 years old,0
10611,Abdominal wall wound,over 65 years old,0
10612,Foreign body reaction,Unknown Age,1
10613,Foreign body reaction,under 1 year old,0
10614,Foreign body reaction,1 to 13 years old,0
10615,Foreign body reaction,13 to 18 years old,0
10616,Foreign body reaction,18 to 40,0
10617,Foreign body reaction,18 to 65 years old,0
10618,Foreign body reaction,over 65 years old,0
10619,Coagulation factor V level decreased,Unknown Age,0
10620,Coagulation factor V level decreased,under 1 year old,0
10621,Coagulation factor V level decreased,1 to 13 years old,0
10622,Coagulation factor V level decreased,13 to 18 years old,3
10623,Coagulation factor V level decreased,18 to 40,0
10624,Coagulation factor V level decreased,18 to 65 years old,0
10625,Coagulation factor V level decreased,over 65 years old,0
10626,Product packaging confusion,Unknown Age,1
10627,Product packaging confusion,under 1 year old,0
10628,Product packaging confusion,1 to 13 years old,0
10629,Product packaging confusion,13 to 18 years old,0
10630,Product packaging confusion,18 to 40,0
10631,Product packaging confusion,18 to 65 years old,0
10632,Product packaging confusion,over 65 years old,0
10633,Sudden death,Unknown Age,0
10634,Sudden death,under 1 year old,5
10635,Sudden death,1 to 13 years old,1
10636,Sudden death,13 to 18 years old,0
10637,Sudden death,18 to 40,0
10638,Sudden death,18 to 65 years old,0
10639,Sudden death,over 65 years old,0
10640,Creatinine renal clearance increased,Unknown Age,0
10641,Creatinine renal clearance increased,under 1 year old,0
10642,Creatinine renal clearance increased,1 to 13 years old,0
10643,Creatinine renal clearance increased,13 to 18 years old,2
10644,Creatinine renal clearance increased,18 to 40,0
10645,Creatinine renal clearance increased,18 to 65 years old,0
10646,Creatinine renal clearance increased,over 65 years old,0
10647,Eczema,Unknown Age,0
10648,Eczema,under 1 year old,0
10649,Eczema,1 to 13 years old,0
10650,Eczema,13 to 18 years old,0
10651,Eczema,18 to 40,0
10652,Eczema,18 to 65 years old,2
10653,Eczema,over 65 years old,0
10654,Patient uncooperative,Unknown Age,0
10655,Patient uncooperative,under 1 year old,0
10656,Patient uncooperative,1 to 13 years old,0
10657,Patient uncooperative,13 to 18 years old,0
10658,Patient uncooperative,18 to 40,1
10659,Patient uncooperative,18 to 65 years old,0
10660,Patient uncooperative,over 65 years old,0
10661,Drug-disease interaction,Unknown Age,0
10662,Drug-disease interaction,under 1 year old,0
10663,Drug-disease interaction,1 to 13 years old,0
10664,Drug-disease interaction,13 to 18 years old,0
10665,Drug-disease interaction,18 to 40,2
10666,Drug-disease interaction,18 to 65 years old,0
10667,Drug-disease interaction,over 65 years old,0
10668,Aminoaciduria,Unknown Age,0
10669,Aminoaciduria,under 1 year old,0
10670,Aminoaciduria,1 to 13 years old,0
10671,Aminoaciduria,13 to 18 years old,0
10672,Aminoaciduria,18 to 40,0
10673,Aminoaciduria,18 to 65 years old,2
10674,Aminoaciduria,over 65 years old,0
10675,Fistula,Unknown Age,0
10676,Fistula,under 1 year old,0
10677,Fistula,1 to 13 years old,0
10678,Fistula,13 to 18 years old,0
10679,Fistula,18 to 40,0
10680,Fistula,18 to 65 years old,2
10681,Fistula,over 65 years old,0
10682,Drug abuser,Unknown Age,0
10683,Drug abuser,under 1 year old,0
10684,Drug abuser,1 to 13 years old,0
10685,Drug abuser,13 to 18 years old,0
10686,Drug abuser,18 to 40,1
10687,Drug abuser,18 to 65 years old,0
10688,Drug abuser,over 65 years old,0
10689,Cerebral disorder,Unknown Age,2
10690,Cerebral disorder,under 1 year old,0
10691,Cerebral disorder,1 to 13 years old,0
10692,Cerebral disorder,13 to 18 years old,0
10693,Cerebral disorder,18 to 40,0
10694,Cerebral disorder,18 to 65 years old,0
10695,Cerebral disorder,over 65 years old,0
10696,Hypoacusis,Unknown Age,2
10697,Hypoacusis,under 1 year old,0
10698,Hypoacusis,1 to 13 years old,0
10699,Hypoacusis,13 to 18 years old,0
10700,Hypoacusis,18 to 40,0
10701,Hypoacusis,18 to 65 years old,0
10702,Hypoacusis,over 65 years old,0
10703,Pelvic haematoma,Unknown Age,0
10704,Pelvic haematoma,under 1 year old,0
10705,Pelvic haematoma,1 to 13 years old,0
10706,Pelvic haematoma,13 to 18 years old,0
10707,Pelvic haematoma,18 to 40,1
10708,Pelvic haematoma,18 to 65 years old,0
10709,Pelvic haematoma,over 65 years old,0
10710,Angle closure glaucoma,Unknown Age,0
10711,Angle closure glaucoma,under 1 year old,0
10712,Angle closure glaucoma,1 to 13 years old,2
10713,Angle closure glaucoma,13 to 18 years old,0
10714,Angle closure glaucoma,18 to 40,0
10715,Angle closure glaucoma,18 to 65 years old,0
10716,Angle closure glaucoma,over 65 years old,0
10717,Mucormycosis,Unknown Age,0
10718,Mucormycosis,under 1 year old,0
10719,Mucormycosis,1 to 13 years old,1
10720,Mucormycosis,13 to 18 years old,0
10721,Mucormycosis,18 to 40,0
10722,Mucormycosis,18 to 65 years old,0
10723,Mucormycosis,over 65 years old,0
10724,HELLP syndrome,Unknown Age,0
10725,HELLP syndrome,under 1 year old,0
10726,HELLP syndrome,1 to 13 years old,0
10727,HELLP syndrome,13 to 18 years old,0
10728,HELLP syndrome,18 to 40,1
10729,HELLP syndrome,18 to 65 years old,0
10730,HELLP syndrome,over 65 years old,0
10731,Arrhythmia neonatal,Unknown Age,1
10732,Arrhythmia neonatal,under 1 year old,0
10733,Arrhythmia neonatal,1 to 13 years old,0
10734,Arrhythmia neonatal,13 to 18 years old,0
10735,Arrhythmia neonatal,18 to 40,0
10736,Arrhythmia neonatal,18 to 65 years old,0
10737,Arrhythmia neonatal,over 65 years old,0
10738,Hypotonia neonatal,Unknown Age,1
10739,Hypotonia neonatal,under 1 year old,0
10740,Hypotonia neonatal,1 to 13 years old,0
10741,Hypotonia neonatal,13 to 18 years old,0
10742,Hypotonia neonatal,18 to 40,0
10743,Hypotonia neonatal,18 to 65 years old,0
10744,Hypotonia neonatal,over 65 years old,0
10745,Anion gap abnormal,Unknown Age,0
10746,Anion gap abnormal,under 1 year old,0
10747,Anion gap abnormal,1 to 13 years old,0
10748,Anion gap abnormal,13 to 18 years old,0
10749,Anion gap abnormal,18 to 40,4
10750,Anion gap abnormal,18 to 65 years old,2
10751,Anion gap abnormal,over 65 years old,2
10752,Oligohydramnios,Unknown Age,0
10753,Oligohydramnios,under 1 year old,0
10754,Oligohydramnios,1 to 13 years old,0
10755,Oligohydramnios,13 to 18 years old,0
10756,Oligohydramnios,18 to 40,1
10757,Oligohydramnios,18 to 65 years old,0
10758,Oligohydramnios,over 65 years old,0
10759,Self-injurious ideation,Unknown Age,0
10760,Self-injurious ideation,under 1 year old,0
10761,Self-injurious ideation,1 to 13 years old,0
10762,Self-injurious ideation,13 to 18 years old,1
10763,Self-injurious ideation,18 to 40,0
10764,Self-injurious ideation,18 to 65 years old,0
10765,Self-injurious ideation,over 65 years old,0
10766,Osmolar gap abnormal,Unknown Age,0
10767,Osmolar gap abnormal,under 1 year old,0
10768,Osmolar gap abnormal,1 to 13 years old,0
10769,Osmolar gap abnormal,13 to 18 years old,0
10770,Osmolar gap abnormal,18 to 40,1
10771,Osmolar gap abnormal,18 to 65 years old,0
10772,Osmolar gap abnormal,over 65 years old,0
10773,Decreased interest,Unknown Age,1
10774,Decreased interest,under 1 year old,0
10775,Decreased interest,1 to 13 years old,0
10776,Decreased interest,13 to 18 years old,0
10777,Decreased interest,18 to 40,0
10778,Decreased interest,18 to 65 years old,0
10779,Decreased interest,over 65 years old,0
10780,Blood glucose abnormal,Unknown Age,2
10781,Blood glucose abnormal,under 1 year old,0
10782,Blood glucose abnormal,1 to 13 years old,0
10783,Blood glucose abnormal,13 to 18 years old,0
10784,Blood glucose abnormal,18 to 40,0
10785,Blood glucose abnormal,18 to 65 years old,0
10786,Blood glucose abnormal,over 65 years old,0
10787,Postprandial hypoglycaemia,Unknown Age,2
10788,Postprandial hypoglycaemia,under 1 year old,0
10789,Postprandial hypoglycaemia,1 to 13 years old,0
10790,Postprandial hypoglycaemia,13 to 18 years old,0
10791,Postprandial hypoglycaemia,18 to 40,0
10792,Postprandial hypoglycaemia,18 to 65 years old,0
10793,Postprandial hypoglycaemia,over 65 years old,0
10794,Muscle strain,Unknown Age,0
10795,Muscle strain,under 1 year old,0
10796,Muscle strain,1 to 13 years old,0
10797,Muscle strain,13 to 18 years old,0
10798,Muscle strain,18 to 40,0
10799,Muscle strain,18 to 65 years old,0
10800,Muscle strain,over 65 years old,1
10801,Product colour issue,Unknown Age,1
10802,Product colour issue,under 1 year old,0
10803,Product colour issue,1 to 13 years old,0
10804,Product colour issue,13 to 18 years old,0
10805,Product colour issue,18 to 40,0
10806,Product colour issue,18 to 65 years old,0
10807,Product colour issue,over 65 years old,0
10808,Nervous system disorder,Unknown Age,0
10809,Nervous system disorder,under 1 year old,0
10810,Nervous system disorder,1 to 13 years old,0
10811,Nervous system disorder,13 to 18 years old,0
10812,Nervous system disorder,18 to 40,3
10813,Nervous system disorder,18 to 65 years old,0
10814,Nervous system disorder,over 65 years old,1
10815,Neurological symptom,Unknown Age,0
10816,Neurological symptom,under 1 year old,0
10817,Neurological symptom,1 to 13 years old,0
10818,Neurological symptom,13 to 18 years old,0
10819,Neurological symptom,18 to 40,0
10820,Neurological symptom,18 to 65 years old,0
10821,Neurological symptom,over 65 years old,1
10822,Jarisch-Herxheimer reaction,Unknown Age,1
10823,Jarisch-Herxheimer reaction,under 1 year old,0
10824,Jarisch-Herxheimer reaction,1 to 13 years old,0
10825,Jarisch-Herxheimer reaction,13 to 18 years old,0
10826,Jarisch-Herxheimer reaction,18 to 40,0
10827,Jarisch-Herxheimer reaction,18 to 65 years old,0
10828,Jarisch-Herxheimer reaction,over 65 years old,0
10829,Brain death,Unknown Age,0
10830,Brain death,under 1 year old,0
10831,Brain death,1 to 13 years old,0
10832,Brain death,13 to 18 years old,0
10833,Brain death,18 to 40,1
10834,Brain death,18 to 65 years old,2
10835,Brain death,over 65 years old,0
10836,Ventricular dysfunction,Unknown Age,0
10837,Ventricular dysfunction,under 1 year old,0
10838,Ventricular dysfunction,1 to 13 years old,0
10839,Ventricular dysfunction,13 to 18 years old,0
10840,Ventricular dysfunction,18 to 40,0
10841,Ventricular dysfunction,18 to 65 years old,1
10842,Ventricular dysfunction,over 65 years old,0
10843,Electrocardiogram QT interval,Unknown Age,0
10844,Electrocardiogram QT interval,under 1 year old,0
10845,Electrocardiogram QT interval,1 to 13 years old,0
10846,Electrocardiogram QT interval,13 to 18 years old,0
10847,Electrocardiogram QT interval,18 to 40,1
10848,Electrocardiogram QT interval,18 to 65 years old,0
10849,Electrocardiogram QT interval,over 65 years old,0
10850,Growth hormone deficiency,Unknown Age,0
10851,Growth hormone deficiency,under 1 year old,1
10852,Growth hormone deficiency,1 to 13 years old,0
10853,Growth hormone deficiency,13 to 18 years old,0
10854,Growth hormone deficiency,18 to 40,0
10855,Growth hormone deficiency,18 to 65 years old,0
10856,Growth hormone deficiency,over 65 years old,0
10857,Symptom masked,Unknown Age,0
10858,Symptom masked,under 1 year old,0
10859,Symptom masked,1 to 13 years old,0
10860,Symptom masked,13 to 18 years old,0
10861,Symptom masked,18 to 40,0
10862,Symptom masked,18 to 65 years old,0
10863,Symptom masked,over 65 years old,1
10864,Cutaneous vasculitis,Unknown Age,0
10865,Cutaneous vasculitis,under 1 year old,0
10866,Cutaneous vasculitis,1 to 13 years old,0
10867,Cutaneous vasculitis,13 to 18 years old,0
10868,Cutaneous vasculitis,18 to 40,0
10869,Cutaneous vasculitis,18 to 65 years old,2
10870,Cutaneous vasculitis,over 65 years old,0
10871,Product container seal issue,Unknown Age,1
10872,Product container seal issue,under 1 year old,0
10873,Product container seal issue,1 to 13 years old,0
10874,Product container seal issue,13 to 18 years old,0
10875,Product container seal issue,18 to 40,0
10876,Product container seal issue,18 to 65 years old,0
10877,Product container seal issue,over 65 years old,0
10878,Abnormal dreams,Unknown Age,0
10879,Abnormal dreams,under 1 year old,0
10880,Abnormal dreams,1 to 13 years old,0
10881,Abnormal dreams,13 to 18 years old,0
10882,Abnormal dreams,18 to 40,0
10883,Abnormal dreams,18 to 65 years old,1
10884,Abnormal dreams,over 65 years old,1
10885,Hypervigilance,Unknown Age,0
10886,Hypervigilance,under 1 year old,0
10887,Hypervigilance,1 to 13 years old,0
10888,Hypervigilance,13 to 18 years old,0
10889,Hypervigilance,18 to 40,0
10890,Hypervigilance,18 to 65 years old,1
10891,Hypervigilance,over 65 years old,0
10892,Incoherent,Unknown Age,0
10893,Incoherent,under 1 year old,0
10894,Incoherent,1 to 13 years old,0
10895,Incoherent,13 to 18 years old,0
10896,Incoherent,18 to 40,0
10897,Incoherent,18 to 65 years old,1
10898,Incoherent,over 65 years old,0
10899,Uterine leiomyoma,Unknown Age,0
10900,Uterine leiomyoma,under 1 year old,0
10901,Uterine leiomyoma,1 to 13 years old,0
10902,Uterine leiomyoma,13 to 18 years old,0
10903,Uterine leiomyoma,18 to 40,0
10904,Uterine leiomyoma,18 to 65 years old,1
10905,Uterine leiomyoma,over 65 years old,0
10906,Cholelithiasis,Unknown Age,0
10907,Cholelithiasis,under 1 year old,0
10908,Cholelithiasis,1 to 13 years old,0
10909,Cholelithiasis,13 to 18 years old,0
10910,Cholelithiasis,18 to 40,0
10911,Cholelithiasis,18 to 65 years old,1
10912,Cholelithiasis,over 65 years old,0
10913,Drug monitoring procedure incorrectly performed,Unknown Age,1
10914,Drug monitoring procedure incorrectly performed,under 1 year old,0
10915,Drug monitoring procedure incorrectly performed,1 to 13 years old,0
10916,Drug monitoring procedure incorrectly performed,13 to 18 years old,0
10917,Drug monitoring procedure incorrectly performed,18 to 40,0
10918,Drug monitoring procedure incorrectly performed,18 to 65 years old,0
10919,Drug monitoring procedure incorrectly performed,over 65 years old,0
10920,Lung neoplasm malignant,Unknown Age,1
10921,Lung neoplasm malignant,under 1 year old,0
10922,Lung neoplasm malignant,1 to 13 years old,0
10923,Lung neoplasm malignant,13 to 18 years old,0
10924,Lung neoplasm malignant,18 to 40,0
10925,Lung neoplasm malignant,18 to 65 years old,0
10926,Lung neoplasm malignant,over 65 years old,1
10927,Cell death,Unknown Age,0
10928,Cell death,under 1 year old,0
10929,Cell death,1 to 13 years old,0
10930,Cell death,13 to 18 years old,0
10931,Cell death,18 to 40,0
10932,Cell death,18 to 65 years old,1
10933,Cell death,over 65 years old,0
10934,Drug screen false positive,Unknown Age,1
10935,Drug screen false positive,under 1 year old,0
10936,Drug screen false positive,1 to 13 years old,0
10937,Drug screen false positive,13 to 18 years old,0
10938,Drug screen false positive,18 to 40,0
10939,Drug screen false positive,18 to 65 years old,0
10940,Drug screen false positive,over 65 years old,0
10941,Psittacosis,Unknown Age,0
